id	subject	unit	daimon	question	answer	image_id
so-hist-020	social	中世	2	〈資料の読解〉(7) Gは室町時代に足利義政が京都の東山に建てた①[ ]。HはGとともにある書院造の建物で、典型的な②[ ]の様式。	①慈照寺銀閣 ②書院造	so_hist_doc_02
so-hist-021	social	近世	2	〈資料の読解〉(8) Iはスペインや①[ ]から日本に来航した②[ ]人の様子。この貿易は[②]貿易と呼ばれる。	①ポルトガル ②南蛮	so_hist_doc_02_2
so-hist-022	social	近世	2	〈資料の読解〉(9) Jは、江戸時代に行われた①[ ]の様子。16世紀末、②[ ]は、ますやものさしを統一し、太閤[①]を行った。	①検地 ②豊臣秀吉	so_hist_doc_02_2
so-hist-023	social	近世	2	〈資料の読解〉(10) Kは①[ ]と呼ばれる脱穀用の農具。Lは②[ ]と呼ばれる土を深く耕す農具。	①千歯扱 ②備中ぐわ	so_hist_doc_02_2
so-hist-024	social	近世	2	〈資料の読解〉(11) Mは、江戸時代に各藩が年貢米や特産物を収めるために設けた①[ ]。天下の台所と呼ばれた②[ ]には多くがたち並んでいた。	①蔵屋敷 ②大坂	so_hist_doc_02_2
so-hist-025	social	近世	2	〈資料の読解〉(12) Nは、江戸時代後期に発達した①[ ](マニュファクチュア)と呼ばれるしくみ。灘の酒造業、大阪周辺の②[ ]織物業などでみられた。	①問屋制家内工業 ②綿	so_hist_doc_02_2
so-hist-026	social	近世	2	〈資料の読解〉(13) Oは、[ ]と呼ばれた江戸時代の教育機関の様子。	寺子屋	so_hist_doc_02_2
so-hist-027	social	近代・現代	2	〈資料の読解〉(14) Pは、群馬県に造られた①[ ]。このような近代産業をさかんにしようとする政策は、②[ ]と呼ばれる。	①富岡製糸場 ②殖産興業	so_hist_doc_02_2
so-hist-028	social	近代・現代	2	〈資料の読解〉(15) Qは、明治時代初期の演説会の様子。1870年代後半には、国会の開設を政府に求める[ ]運動が全国に広まった。	自由民権運動	so_hist_doc_02_2
so-hist-029	social	近代・現代	2	〈資料の読解〉(16) Rは19世紀末の東アジアの情勢をえがいた風刺画。左側の人物は①[ ]、右側の人物は②[ ]、魚にみたてた③[ ]をめぐって争っている。橋の上の人物は④[ ]。	①清(中国) ②ロシア ③朝鮮 ④イギリス	so_hist_doc_02_2
so-hist-030	social	近代・現代	2	〈資料の読解〉(17) 1918年、シベリア出兵をみこした米の買いしめで米の値段が上がると、全国で①[ ]がおきた。Sの立憲政友会総裁の②[ ]が、初の本格的な③[ ]を組織した。	①米騒動 ②原敬 ③政党内閣	so_hist_doc_02_2
so-hist-031	social	近代・現代	2	〈資料の読解〉(18) Tは、1964年に開かれた①[ ]の開会式の様子。1970年に②[ ]で開かれた万国博覧会とともに、高度経済成長の時代を象徴。合わせて③[ ]新幹線が開通。	①東京オリンピック ②大阪 ③東海道	so_hist_doc_02_2
so-hist-032	social	近代・現代	2	〈資料の読解〉(19) Uは、東西冷戦の象徴であった①[ ]の壁の崩壊を喜ぶ人々。1989年におきたこのできごとは、翌年の東西②[ ]の統一につながった。	①ベルリン ②ドイツ	so_hist_doc_02_2
so-hist-033	social	古代	3	〈古代の遺跡〉地図中のA~Fの遺跡の名称を答えなさい。	A:三内丸山遺跡 B:岩宿遺跡 C:稲荷山古墳 D:大仙陵古墳(仁徳天皇陵古墳) E:志賀島 F:吉野ヶ里遺跡	so_hist_map_03
so-hist-034	social	古代	4	〈地図の読解〉(1) 地図Ⅰは2世紀ごろの世界で、Aは①[ ]、Bは②[ ]。AとBを結ぶ通商路は③[ ]。 (2) 地図Ⅱは8世紀ごろの世界で、Cは①[ ]王国、Dは②[ ]帝国、Eは③[ ]。	(1)①漢 ②ローマ帝国 ③シルクロード(絹の道) (2)①フランク ②ビザンツ(東ローマ) ③唐	so_hist_map_04
so-hist-035	social	中世	5	〈幕府のしくみ〉(1) 図Ⅰは①[ ]幕府のしくみ。Aは②[ ]、Bは③[ ]、Cは承久の乱後に置かれた④[ ]。 (2) 図Ⅱは①[ ]幕府のしくみ。Dは将軍の補佐役である②[ ]。 (3) 図Ⅲは①[ ]幕府のしくみ。Eは②[ ]、Fは③[ ]。	(1)①鎌倉 ②政所 ③問注所 ④六波羅探題 (2)①室町 ②管領 (3)①江戸 ②老中 ③勘定奉行	so_hist_map_05
so-hist-036	social	近世	6	〈鎌倉新仏教〉①浄土宗、②[ ]、③時宗、④日蓮宗(法華宗)、⑤[ ]、⑥曹洞宗。それぞれの開祖を答えなさい。	①法然 ②親鸞 ③一遍 ④日蓮 ⑤栄西 ⑥道元	so_hist_chart_06
so-hist-037	social	近世	7	〈江戸時代の交通〉(1) A~Eの五街道の名称。 (2) +は[ ]。 (3) ⓐは①[ ]航路、ⓑは②[ ]航路。	(1)A:東海道 B:中山道 C:甲州道中 D:日光道中 E:奥州道中 (2)関所 (3)①西廻り ②東廻り	so_hist_map_07
so-hist-038	social	近代・現代	8	〈統計資料の読解〉(1) Iは選挙権の拡大の様子。1925年に①[ ]法が成立。1945年に選挙法が改正され、②[ ]歳以上のすべての③[ ]に選挙権が認められた。 (2) Ⅱは自作農と小作農の割合の変化。GHQの指示により①[ ]が行われ、②[ ]の割合が大きく増えた。	(1)①普通選挙 ②20 ③男女 (2)①農地改革 ②自作農	so_hist_chart_08
